BOROUGH,HOPE Area,Team Number,Needs NYPD?,Hard to Reach,Park,Station,Route,End of Line,Precinct,Training Site,
M,717,2,YES,,,,,,30,MN,#REF!,
M,744,2,YES,,,,,,30,MN,#REF!,
T,305,2,NO,,,137 St - City College,1,,30,T,#REF!,
M,872,3,YES,,1,,,,30,MN,#REF!,Riverside Park
M,874,3,YES,,1,,,,30,MN,#REF!,Riverside Park
M,875,3,YES,,1,,,,30,MN,#REF!,Riverside Park
M,673,5,YES,,,,,,32,MN,#REF!,
M,681,5,NO,,,,,,32,MN,#REF!,
M,675,10,NO,,,,,,32,MN,#REF!,
M,700,10,NO,,,,,,32,MN,#REF!,
M,680,11,NO,,,,,,32,MN,#REF!,
M,695,11,NO,,,,,,32,MN,#REF!,
M,699,11,NO,,,,,,32,MN,#REF!,
M,698,12,NO,,,,,,32,MN,#REF!,
M,702,12,YES,,,,,,32,MN,#REF!,
M,703,12,NO,,,,,,32,MN,#REF!,
M,707,12,YES,,,,,,32,MN,#REF!,
M,722,13,YES,,,,,,32,MN,#REF!,
M,724,13,YES,,,,,,32,MN,#REF!,
M,725,13,YES,,,,,,32,MN,#REF!,
M,726,13,NO,,,,,,32,MN,#REF!,
M,729,13,YES,,,,,,32,MN,#REF!,
T,437,,NO,,,145 St,3,,32,T,#REF!,
M,741,4,NO,,,,,,33,MN,#REF!,
M,747,4,NO,,,,,,33,MN,#REF!,
M,751,4,NO,,,,,,33,MN,#REF!,
M,752,4,NO,,,,,,33,MN,#REF!,
M,756,5,NO,,,,,,33,MN,#REF!,
T,148,5,NO,,,168 St,A-C,,33,T,#REF!,
T,302,5,NO,,,168 St,1,,33,T,#REF!,
M,768,6,NO,,,,,,33,MN,#REF!,
M,773,6,NO,,,,,,33,MN,#REF!,
M,922,6,YES,,1,,,,33,MN,#REF!,Highbridge Park
M,764,7,NO,,,,,,33,MN,#REF!,
M,766,7,NO,,,,,,33,MN,#REF!,
M,769,7,NO,,,,,,33,MN,#REF!,
T,147,7,NO,,,175 St,A,,33,T,#REF!,
M,779,HRT,NO,,,,,,33,MN,#REF!,
M,948,HTR,YES,1,,,,,33,MN,#REF!,
T,301,8,NO,,,181 St,1,,34,T,PS 128,
M,786,8,NO,,,,,,34,MN,#REF!,
M,787,8,NO,,,,,,34,MN,#REF!,
M,789,8,NO,,,,,,34,MN,#REF!,
M,784,9,NO,,,,,,34,MN,#REF!,
M,785,9,NO,,,,,,34,MN,#REF!,
M,792,9,NO,,,,,,34,MN,#REF!,
M,795,10,NO,,,,,,34,MN,#REF!,
M,798,10,NO,,,,,,34,MN,#REF!,
M,807,10,NO,,,,,,34,MN,#REF!,
T,299,10,NO,,,Dyckman St,1,,34,T,#REF!,
T,300,10,NO,,,191 St,1,,34,T,#REF!,
M,818,11,NO,,,,,,34,MN,#REF!,
M,830,11,NO,,,,,,34,MN,#REF!,
M,831,11,NO,,,,,,34,MN,#REF!,
T,297,11,NO,,,215 St,1,,34,T,#REF!,
T,298,11,NO,,,207 St,1,,34,T,#REF!,
M,820,12,NO,,,,,,34,MN,#REF!,
M,821,12,NO,,,,,,34,MN,#REF!,
M,822,12,NO,,,,,,34,MN,#REF!,
M,826,12,NO,,,,,,34,MN,#REF!,
T,143,EOL,NO,,,Inwood - 207 St,A,1,34,T,#REF!,
M,782,HTR,NO,,,,,,34,MN,#REF!,
M,799,HTR,NO,,,,,,34,MN,#REF!,
M,812,HTR,NO,,,,,,34,MN,#REF!,
M,925,HTR,NO,1,,,,,34,MN,#REF!,
M,926,HTR,NO,1,,,,,34,MN,#REF!,
M,927,HTR,NO,1,,,,,34,MN,#REF!,
M,929,HTR,NO,1,,,,,34,MN,#REF!,
M,933,HTR,NO,1,,,,,34,MN,#REF!,
M,944,HTR,NO,1,,,,,34,MN,#REF!,
M,950,HTR,NO,1,,,,,34,MN,#REF!,
S,211,18,,,,,,,122,South Richmond HS
S,214,16,,,,,,,122,South Richmond HS
S,216,16,,,,,,,122,South Richmond HS
S,219,18,,,,,,,122,South Richmond HS
S,237,15,,,,,,,122,South Richmond HS
S,244,16,,,,,,,122,South Richmond HS
S,251,14,,,,,,,122,South Richmond HS
S,253,14,,,,,,,122,South Richmond HS
S,257,17,,,,,,,122,South Richmond HS
S,259,17,,,,,,,122,South Richmond HS
S,288,12,,,,,,,122,South Richmond HS
S,291,12,,,,,,,122,South Richmond HS
S,312,11,,,,,,,122,South Richmond HS
S,316,11,,,,,,,122,South Richmond HS
S,325,11,,,,,,,122,South Richmond HS
S,338,10,,,,,,,122,South Richmond HS
S,352,10,,,,,,,122,South Richmond HS
S,369,8,,,,,,,122,South Richmond HS
S,370,8,,,,,,,123,South Richmond HS
S,378,8,,,,,,,122,South Richmond HS
S,393,10,,,,,,,122,South Richmond HS
S,406,9,,,,,,,123,South Richmond HS
S,411,9,,,,,,,123,South Richmond HS
S,414,9,,,,,,,123,South Richmond HS
S,422,7,,,,,,,123,South Richmond HS
S,433,7,,,,,,,123,South Richmond HS
S,446,7,,,,,,,123,South Richmond HS
S,459,6,,,,,,,123,South Richmond HS
S,478,6,,,,,,,123,South Richmond HS
S,485,6,,,,,,,123,South Richmond HS
S,512,4,,,,,,,123,South Richmond HS
S,520,6,,,,,,,123,South Richmond HS
S,528,,,1,,,,,123,South Richmond HS
S,529,5,,,,,,,123,South Richmond HS
S,538,5,,,,,,,123,South Richmond HS
S,544,5,,,,,,,123,South Richmond HS
S,551,4,,,,,,,123,South Richmond HS
S,555,4,,,,,,,123,South Richmond HS
S,556,3,,,,,,,123,South Richmond HS
S,580,1,,,,,,,123,South Richmond HS
S,583,1,,,,,,,123,South Richmond HS
S,588,1,,,,,,,123,South Richmond HS
S,627,1,,,,,,,123,South Richmond HS
S,634,13,,,,,,,122,South Richmond HS
S,638,14,,,,,,,122,South Richmond HS
S,645,15,,,,,,,122,South Richmond HS
S,669,13,,,,,,,122,South Richmond HS
S,674,13,,,,,,,122,South Richmond HS
S,680,14,,,,,,,122,South Richmond HS
S,685,15,,,,,,,122,South Richmond HS
S,686,15,,,,,,,122,South Richmond HS
S,708,2,,,,,,,123,South Richmond HS
S,711,2,,,,,,,123,South Richmond HS
S,734,3,,,,,,,123,South Richmond HS
S,735,9,,,,,,,123,South Richmond HS
S,752,16,,,,,,,122,South Richmond HS
S,775,12,,,,,,,122,South Richmond HS
S,793,11,,,,,,,122,South Richmond HS
S,867,,,1,,,,,123,South Richmond HS
S,1,1,,,,,,,121,Temple Emanuel
S,2,1,,,,,,,121,Temple Emanuel
S,3,1,,,,,,,121,Temple Emanuel
S,22,4,,,,,,,121,Temple Emanuel
S,25,1,,,,,,,121,Temple Emanuel
S,28,4,,,,,,,121,Temple Emanuel
S,42,4,,,,,,,121,Temple Emanuel
S,52,6,,,,,,,120,Temple Emanuel
S,54,6,,,,,,,120,Temple Emanuel
S,60,8,Y,,,,,,120,Temple Emanuel
S,68,10,,,,,,,120,Temple Emanuel
S,74,12,,,,,,,120,Temple Emanuel
S,79,6,,,,,,,120,Temple Emanuel
S,81,6,,,,,,,120,Temple Emanuel
S,91,4,,,,,,,120,Temple Emanuel
S,96,2,,,,,,,121,Temple Emanuel
S,105,4,,,,,,,120,Temple Emanuel
S,117,2,,,,,,,121,Temple Emanuel
S,130,5,,,,,,,121,Temple Emanuel
S,142,5,,,,,,,121,Temple Emanuel
S,152,2,,,,,,,121,Temple Emanuel
S,161,3,,,,,,,121,Temple Emanuel
S,162,5,,,,,,,121,Temple Emanuel
S,186,3,,,,,,,121,Temple Emanuel
S,195,3,,,,,,,121,Temple Emanuel
S,208,12,,,,,,,120,Temple Emanuel
S,593,8,Y,,,,,,120,Temple Emanuel
S,594,8,,,,,,,120,Temple Emanuel
S,598,8,,,,,,,120,Temple Emanuel
S,602,7,,,,,,,120,Temple Emanuel
S,728,,,1,,,,,121,Temple Emanuel
S,783,12,,,,,,,120,Temple Emanuel
S,787,7,,,,,,,120,Temple Emanuel
S,805,9,,,,,,,120,Temple Emanuel
S,808,11,,,,,,,120,Temple Emanuel
S,809,10,,,,,,,120,Temple Emanuel
S,830,11,,,,,,,120,Temple Emanuel
S,831,11,,,,,,,120,Temple Emanuel
S,844,7,,,,,,,120,Temple Emanuel
S,845,9,,,,,,,120,Temple Emanuel
S,851,,,1,,,,,121,Temple Emanuel
Q,2217,1,N,,,,,,100,PS65
Q,2227,1,N,,,,,,100,PS65
Q,2306,1,N,,,,,,100,PS65
Q,2300,2,Y,,,,,,100,PS65
T,200,2,Y,,,Beach 90 St,A-S,,100,PS65
T,204,2,Y,,,Beach 67 St,A,,100,PS65
Q,2279,HTR,N,1,Y,,,,100,PS65
T,205,2,N,,,Beach 60 St,A,,101,PS65
Q,2257,3,Y,,,,,,101,PS65
Q,2261,3,Y,,,,,,101,PS65
T,206,3,Y,,,Beach 44 St,A,,101,PS65
T,207,3,N,,,Beach 36 St,A,,101,PS65
Q,2176,4,N,,,,,,101,PS65
Q,2187,4,N,,,,,,101,PS65
Q,2270,4,N,,,,,,101,PS65
Q,2175,HTR,Y,1,Y,,,,101,PS65
Q,410,9,N,,,,,,102,PS65
Q,415,9,N,,,,,,102,PS65
Q,420,9,N,,,,,,102,PS65
Q,421,9,N,,,,,,102,PS65
Q,524,10,N,,,,,,102,PS65
Q,567,10,N,,,,,,102,PS65
T,84,10,N,,,85 St - Forest Pky,J,,102,PS65
Q,541,11,N,,,,,,102,PS65
Q,543,11,N,,,,,,102,PS65
T,83,11,N,,,Woodhaven Blvd,J-Z,,102,PS65
Q,381,12,N,,,,,,102,PS65
Q,559,12,N,,,,,,102,PS65
Q,1333,13,N,,,,,,102,PS65
Q,1344,13,N,,,,,,102,PS65
T,258,13,N,,,Briarwood / Van Wyck Blvd,E-F,,102,PS65
Q,583,14,N,,,,,,102,PS65
Q,595,14,N,,,,,,102,PS65
Q,1348,14,N,,,,,,102,PS65
Q,2349,14,N,,1,,,,102,PS65
Q,554,15,N,,,,,,102,PS65
Q,561,15,N,,,,,,102,PS65
Q,581,15,N,,,,,,102,PS65
Q,1295,1,Y,,,,,,103,York
Q,1304,1,Y,,,,,,103,York
Q,1313,1,Y,,,,,,103,York
Q,1328,1,Y,,,,,,103,York
Q,1309,2,N,,,,,,103,York
Q,1311,2,N,,,,,,103,York
Q,1312,2,N,,,,,,103,York
Q,1316,2,N,,,,,,103,York
Q,1317,3,N,,,,,,103,York
Q,1336,3,N,,,,,,103,York
Q,1365,3,N,,,,,,103,York
T,256,3,N,,,Parsons Blvd,F,,103,York
Q,1368,4,N,,,,,,103,York
Q,1384,4,N,,,,,,103,York
Q,1387,4,N,,,,,,103,York
Q,21,9,N,,,,,,103,York
T,278,EOL,N,,,Jamaica Center - Parsons Archer,E-J-Z,1,103,York
Q,600,1,Yes,,,,,,104,PS139
Q,619,1,Yes,,,,,,104,PS139
Q,620,1,Yes,,,,,,104,PS139
Q,631,2,Yes,,,,,,104,PS139
Q,632,2,Yes,,,,,,104,PS139
T,109,2,No,,,Fresh Pond Rd,M,,104,PS139
Q,627,3,No,,,,,,104,PS139
Q,668,3,yes,,,,,,104,PS139
Q,940,3,No,,,,,,104,PS139
Q,640,4,No,,,,,,104,PS139
Q,910,4,No,,,,,,104,PS139
Q,978,4,No,,,,,,104,PS139
Q,642,5,No,,,,,,104,PS139
Q,966,5,Yes,,,,,,104,PS139
Q,986,5,yes,,,,,,104,PS139
Q,970,6,No,,,,,,104,PS139
Q,974,6,No,,,,,,104,PS139
Q,975,6,No,,,,,,104,PS139
Q,105,7,N,,,,,,105,York
Q,133,7,N,,,,,,105,York
Q,134,7,N,,,,,,105,York
Q,147,7,N,,,,,,105,York
Q,114,8,N,,,,,,105,York
Q,142,8,N,,,,,,105,York
Q,190,8,N,,,,,,105,York
Q,211,8,N,,,,,,105,York
Q,59,9,N,,,,,,105,York
Q,72,9,N,,,,,,105,York
Q,1438,10,N,,,,,,105,York
Q,1664,10,N,,,,,,105,York
Q,1665,HTR,N,1,,,,,105,York
Q,467,5,Y,,,,,,106,PS65
Q,474,5,N,,,,,,106,PS65
Q,477,5,N,,,,,,106,PS65
Q,484,5,Y,,,,,,106,PS65
Q,486,5,Y,,,,,,106,PS65
Q,286,6,Y,,,,,,106,PS65
Q,288,6,Y,,,,,,106,PS65
Q,308,6,Y,,,,,,106,PS65
T,197,6,Y,,,Aqueduct - North Conduit Av,A,,106,PS65
Q,424,7,Y,,,,,,106,PS65
T,190,7,Y,,,80 St,A,,106,PS65
T,192,7,Y,,,Rockaway Blvd,A,,106,PS65
Q,360,8,N,,,,,,106,PS65
Q,368,8,Y,,,,,,106,PS65
Q,401,8,Y,,,,,,106,PS65
T,193,8,N,,,104 St,A,,106,PS65
Q,1447,8,N,,,,,,107,PS20
Q,1459,8,N,,,,,,107,PS20
Q,1352,9,N,,,,,,107,PS20
Q,1360,9,N,,,,,,107,PS20
Q,1377,9,N,,,,,,107,PS20
Q,1462,10,N,,,,,,107,PS20
Q,1493,10,N,,,,,,107,PS20
Q,1535,10,N,,,,,,107,PS20
Q,1469,11,N,,,,,,107,PS20
Q,1498,11,N,,,,,,107,PS20
Q,1499,11,N,,,,,,107,PS20
Q,1473,12,N,,,,,,107,PS20
Q,1485,12,N,,,,,,107,PS20
Q,1486,12,N,,,,,,107,PS20
Q,1508,13,N,,,,,,107,PS20
Q,1509,13,N,,,,,,107,PS20
Q,1545,13,N,,,,,,107,PS20
Q,681,4,No,,,,,,108,LaGuardia
Q,690,4,No,,,,,,108,LaGuardia
Q,930,5,No,,,,,,108,LaGuardia
Q,931,5,No,,,,,,108,LaGuardia
Q,1007,5,No,,,,,,108,LaGuardia
Q,849,6,No,,,,,,108,LaGuardia
T,269,6,No,,,Northern Blvd,M-R,,108,LaGuardia
Q,791,7,No,,,,,,108,LaGuardia
Q,813,7,No,,,,,,108,LaGuardia
Q,711,8,No,,,,,,108,LaGuardia
Q,713,8,No,,,,,,108,LaGuardia
Q,714,8,No,,,,,,108,LaGuardia
Q,729,8,No,,,,,,108,LaGuardia
Q,753,9,No,,,,,,108,LaGuardia
T,460,9,No,,,33 St - Rawson St,7,,108,LaGuardia
T,461,9,No,,,Queensboro Plz,7-N-Q,,108,LaGuardia
Q,748,10,No,,,,,,108,LaGuardia
T,274,10,No,,,Court Sq - 23 St,E-M,,108,LaGuardia
T,281,EOL,No,,,Court Sq,G,1,108,LaGuardia
Q,1684,1,Yes,,,,,,109,PS20
Q,1707,1,Yes,,,,,,109,PS20
Q,1827,1,Yes,,,,,,109,PS20
Q,1704,2,Yes,,,,,,109,PS20
Q,1828,2,Yes,,,,,,109,PS20
Q,2065,3,No,,,,,,109,PS20
Q,2066,3,No,,,,,,109,PS20
Q,2100,3,No,,,,,,109,PS20
Q,2104,3,No,,,,,,109,PS20
Q,1698,4,No,,,,,,109,PS20
Q,1702,4,No,,,,,,109,PS20
Q,1830,4,No,,,,,,109,PS20
Q,1832,4,No,,,,,,109,PS20
Q,1837,5,No,,,,,,109,PS20
Q,1838,5,No,,,,,,109,PS20
Q,1876,5,No,,,,,,109,PS20
Q,1991,6,No,,,,,,109,PS20
Q,1999,6,No,,,,,,109,PS20
T,447,EOL,yes,,,Flushing - Main St,7,1,109,PS20
Q,2313,HTR,Yes,1,,,,,109,PS20
Q,2375,HTR,yes,1,,,,,109,PS20
Q,2379,HTR,yes,1,,,,,109,PS20
Q,1031,7,Yes,,,,,,110,PS139
Q,1032,7,Yes,,,,,,110,PS139
Q,1082,7,yes,,,,,,110,PS139
T,267,7,No,,,Jackson Hts - Roosevelt Av,E-F-M-R,,110,PS139
Q,1012,8,No,,,,,,110,PS139
Q,1188,8,yes,,,,,,110,PS139
Q,1083,9,No,,,,,,110,PS139
Q,1084,9,No,,, ,,,110,PS139
Q,1085,10,No,,,,,,110,PS139
Q,1089,10,No,,,,,,110,PS139
T,266,10,No,,,Elmhurst Av,M-R, ,110,PS139
Q,1198,11,Yes,,,,,,110,PS139
Q,1217,11,m,,,,,,110,PS139
Q,1223,11,yes,,,,,,110,PS139
Q,1218,12,m,,,,,,110,PS139
Q,1219,12,m,,,,,,110,PS139
Q,2122,HTR,No,1,,,,,110,PS139
Q,2326,HTR,No,1,,,,,110,PS139
Q,2327,HTR,No,1,,,,,110,PS139
Q,2334,HTR,No,1,YES,,,,110,PS139
Q,2364,HTR,No,1,YES,,,,110,PS139
Q,1855,5,No,,,,,,111,PS20
Q,1816,7,No,,,,,,111,PS20
Q,2035,7,No,,,,,,111,PS20
Q,2049,7,No,,,,,,111,PS20
Q,1178,12,No,,,,,,112,PS139
Q,1156,13,No,,,,,,112,PS139
Q,1157,13,No,,,,,,112,PS139
Q,1185,13,No,,,,,,112,PS139
Q,1170,14,No,,,,,,112,PS139
Q,1184,14,No,,,,,,112,PS139
T,262,14,No,,,67 Av,M-R,,112,PS139
Q,1143,15,No,,,,,,112,PS139
Q,1146,15,No, ,,,,,112,PS139
T,261,15,No,,,Forest Hills - 71 Av,E-F-M-R,,112,PS139
Q,1105,16,No,,,,,,112,PS139
Q,1128,16,No,,,,,,112,PS139
Q,1130,16,No,,,,,,112,PS139
Q,1114,17,No,,,,,,112,PS139
Q,1135,17,No,,,,,,112,PS139
Q,344,5,Y,,,,,,113,York
Q,1332,5,Y,,,,,,113,York
Q,235,6,Y,,,,,,113,York
Q,338,6,Y,,,,,,113,York
Q,1272,6,Y,,,,,,113,York
Q,822,6,No,,,,,,114,LaGuardia
T,221,10,No,,,21 St - Queensbridge,F,,114,LaGuardia
Q,762,11,No,,,,,,114,LaGuardia
Q,779,11,Yes,,,,,,114,LaGuardia
Q,783,11,Yes,,,,,,114,LaGuardia
T,5,11,No,,,36 Av,N-Q,,114,LaGuardia
Q,804,12,No,,,,,,114,LaGuardia
Q,830,12,Yes,,,,,,114,LaGuardia
Q,855,12,No,,,,,,114,LaGuardia
Q,806,13,No,,,,,,114,LaGuardia
Q,808,13,No,,,,,,114,LaGuardia
Q,833,13,No,,,,,,114,LaGuardia
Q,871,14,No,,,,,,114,LaGuardia
T,1,14,No,,,Astoria - Ditmars Blvd,N-Q,,114,LaGuardia
T,2,14,No,,,Astoria Blvd,N-Q,,114,LaGuardia
T,3,14,No,,,30 Av,N-Q,,114,LaGuardia
Q,811,17,No,,,,,,114,LaGuardia
T,270,17,No,,,46 St,M-R,,114,LaGuardia
T,271,17,No,,,Steinway St,M-R,,114,LaGuardia
Q,899,HTR,No,1,,,,,114,LaGuardia
Q,1212,1,yes,,,,,,115,LaGuardia
Q,1249,1,No,,,,,,115,LaGuardia
T,449,1,No,,,111 St,7,,115,LaGuardia
Q,1062,2,Yes,,,,,,115,LaGuardia
Q,1066,2,No,,,,,,115,LaGuardia
T,452,2,yes,,,90 St - Elmhurst Av,7,,115,LaGuardia
T,453,2,No,,,82 St - Jackson Hts,7,,115,LaGuardia
Q,1058,3,Yes,,,,,,115,LaGuardia
Q,1059,3,No,,,,,,115,LaGuardia
Q,1060,3,Yes,,,,,,115,LaGuardia
Q,1039,15,No,,,,,,115,LaGuardia
Q,1048,15,No,,,,,,115,LaGuardia
Q,1095,16,No,,,,,,115,LaGuardia
Q,1096,16,yes,,,,,,115,LaGuardia
Q,1255,16,yes,,,,,,115,LaGuardia
Q,2312,HTR,No,1,,,,,115,LaGuardia
